0,1,2,3,4,5,6
19.6,633,0,6,230,300.532867432,47.625
18.9,667,0,6,230,337.378112793,51
20.3,1435,0,6,220,333.442657471,52.6875
23.3,2930,0,9,220,321.906829834,54.5625
24.4,2624,0,8,230,361.474761963,56.25
17.5,0,0,6,270,270.296142578,53.625
16,0,0,5,260,244.826461792,51.1875
15.4,0,0,4,250,205.572372437,48.9375
14.6,0,0,3,250,190.378570557,47.0625
14,0,0,3,240,201.315673828,45.5625
13.5,0,0,3,210,196.84765625,44.4375
13.3,53,0,3,220,205.056091309,43.875
13.5,399,0,3,240,237.640487671,43.875
14.8,945,0,4,250,247.111312866,44.4375
16.3,1538,0,4,250,253.671051025,45.75
18.4,2047,0,6,270,285.889831543,48.5625
19.4,2668,0,5,260,305.790771484,50.8125
20.4,2643,0,5,240,298.826049805,51.75
20.5,2618,0,5,240,298.826049805,52.3125
21.2,2924,0,5,240,272.946868896,52.3125
22.4,2683,0,5,240,265.188598633,52.125
22.3,2068,0,5,240,278.001800537,52.125
22.9,2053,0,4,260,272.090057373,52.3125
22.6,1352,0,4,220,282.113464355,52.3125
20.7,375,0,5,210,277.115509033,52.6875
19.1,140,0,5,210,266.174743652,52.5
17.9,47,0,3,200,269.779541016,52.3125
17,0,0,3,210,273.724304199,52.3125
16.6,0,0,3,210,246.52180481,51
16.5,0,0,2,210,243.507705688,50.25
16.2,0,0,2,210,238.503662109,49.5
16.1,0,0,2,190,218.220077515,48.1875
15.9,0,0,2,190,197.585418701,47.4375
15.7,0,0,2,180,192.010421753,45.75
15.5,0,0,3,200,188.692871094,44.8125
15.3,5,0,3,220,189.475585938,43.125
14.3,47,0.6,3,210,201.315673828,41.625
15,591,0,2,200,210.297409058,42
16.7,1063,0,4,220,228.711608887,43.5
18.7,2055,0,6,220,251.029876709,45.75
20.5,2477,0,7,240,279.866027832,47.625
22.2,2945,0,7,230,295.743133545,49.5
23.2,2511,0,7,240,301.438232422,49.6875
22.7,1951,0,8,250,292.656799316,50.4375
24,2212,0,9,260,313.413452148,52.5
24.3,2448,0,8,260,303.402374268,53.0625
24.5,2321,0,9,270,303.402374268,53.8125
24.3,1826,0,9,270,281.824401855,54
23.1,1249,0,8,280,298.718933105,54.5625
21.9,661,0,7,280,269.453155518,54.5625
20.3,69,0,5,270,261.558776855,53.8125
17.7,0,0,3,260,275.377929688,53.25
16.2,0,0,2,220,279.64440918,51.9375
17,0,0,2,210,261.841552734,51.375
16.3,0,0,1,170,237.976882935,48.75
14.9,0,0,0,0,184.054336548,45.5625
14.4,0,0,1,170,169.729202271,43.875
15.6,0,0,1,180,169.008880615,41.8125
16.1,1,0,1,110,174.63104248,41.25
17,24,0,1,120,182.485610962,41.0625
17.4,92,0,2,140,229.451522827,41.625
17.8,166,0,1,160,274.96182251,43.5
16.9,349,0.6,1,160,287.923614502,44.4375
17.2,561,0,3,110,334.215484619,48.1875
17.9,545,0,3,110,340.365966797,50.8125
19.1,653,0,3,130,333.01651001,52.3125
20.9,600,0,3,200,347.748474121,54.5625
18.9,0,0,7,250,212.708724976,50.25
17,0,0,7,260,176.161849976,47.25
16.1,0,0,4,240,156.732254028,44.8125
15.5,0,0,4,230,164.158462524,43.3125
15,0,0,4,220,179.108901978,42.9375
14.6,0,0,4,210,188.308258057,42.1875
14.6,46,0,3,220,214.105117798,42.375
14.9,415,0,3,220,259.755645752,43.125
16.3,932,0,4,240,305.439025879,46.125
18.3,1458,0,6,240,306.574615479,48.75
18.6,2016,0,6,220,317,51.5625
21.8,2204,0,6,230,322.149047852,53.25
22.3,2367,0,7,240,329.101806641,55.125
24.1,2171,0,6,230,335.80947876,55.875
20.1,78,0,5,220,230.436538696,52.5
19.3,0,0,5,230,231.041122437,51.1875
18.8,0,0,4,230,217.147415161,49.875
18.2,0,0,3,240,203.570632935,48.1875
17.1,0,0,3,210,195.880065918,47.4375
16.5,0,0,3,230,177.730133057,45.9375
15.8,0,0,3,230,163.526748657,44.8125
15.4,0,0,3,210,164.210235596,43.875
15.2,0,0,3,200,166.08732605,43.125
15.6,26,0,3,200,195.058959961,43.3125
16.1,249,0,3,200,236.957809448,43.6875
17,609,0,3,220,239.927078247,44.625
18.7,1331,0,5,230,269.235961914,47.4375
20.5,1841,0,5,220,300.466308594,49.5
20.9,2185,0,5,230,299.813262939,51.375
23,2171,0,6,220,277.504943848,51.75
22.4,2232,0,7,220,285.742889404,51.75
21.2,1357,0,7,210,267.710662842,51.5625
22.2,1642,0,7,230,270.083312988,50.8125
18.7,414,0,7,250,274.204315186,50.4375
19.4,829,0,5,230,280.492431641,50.8125
20.3,853,0,5,260,280.927032471,51
20.2,681,0,6,280,273.358734131,51
20,514,0,7,300,273.826599121,50.8125
18.7,111,0,7,300,257.870117188,50.4375
17.4,0,0,4,280,243.090515137,49.875
17.1,0,0,4,270,221.199005127,48.375
16.3,0,0,6,270,231.354705811,47.0625
15.2,0,0,5,260,222.173355103,45.9375
14.3,0,0,4,270,199.970001221,44.4375
13.3,0,0,3,240,192.35383606,42.75
12.5,0,0,2,210,196.461196899,42.1875
12.2,0,0,2,200,204.364868164,41.25
12.4,45,0,2,230,208.17300415,41.25
12.8,399,0,3,220,249.230819702,41.8125
14.4,953,0,2,240,267.46963501,43.125
15.9,871,0,4,250,278.603668213,45.375
16.4,1070,0,4,250,291.809875488,46.875
17.5,1265,0,4,250,279.028686523,48.1875
19.1,1787,0,4,250,282.566802979,48.75
19.7,1934,0,4,230,298.690460205,50.25
20.3,2645,0,5,220,306.752349854,51.1875
20.8,1375,0,5,240,295.149108887,52.875
20.7,886,0,6,250,280.862945557,52.3125
20.9,1407,0,5,270,291.192382813,52.5
21,1040,0,5,260,285.889831543,52.875
20,350,0,4,270,275.377929688,52.6875
19.7,169,0,4,280,251.205093384,52.125
19.2,38,0,3,280,247.256958008,51
18.4,0,0,4,290,241.867736816,50.25
17.7,0,0,2,280,218.073379517,48.5625
17.4,0,0,1,280,182.463699341,46.5
17.5,0,0,2,280,150.748138428,44.25
17.1,0,0,2,320,141.421356201,42.9375
16.9,0,0,1,10,133.506561279,41.625
16.9,0,0,1,30,133.506561279,40.875
16.5,0,0,2,30,135.484313965,39.5625
16.4,48,0,2,20,144.886169434,39.1875
16.6,110,0,2,50,186.593139648,39.375
16.9,239,0,3,90,196.01020813,39.9375
16.8,512,0,4,110,196.122406006,40.125
17.1,596,0.2,4,100,202.704223633,40.3125
16.5,453,0.2,3,100,213.775588989,40.3125
15.9,390,1.4,3,90,210.040466309,40.3125
15,349,1.6,4,100,259.262420654,40.3125
14.7,251,3,4,80,249.230819702,40.6875
14.6,195,1.6,3,50,245.283508301,40.5
14.2,151,4.2,6,50,256.826782227,40.3125
14,158,3.4,7,60,277.35357666,40.125
13.6,161,0,5,30,253.899581909,40.6875
13.6,42,1.8,6,50,236.256210327,41.0625
13.8,27,0.4,4,30,226.267547607,40.3125
13.8,1,0.2,5,20,236.685440063,40.125
13.6,0,0,4,360,246.497467041,39.9375
13.3,0,1.2,5,340,227.727905273,39
13.2,0,0.8,6,340,195.734512329,38.0625
12.9,0,0.2,6,330,192.51234436,36.9375
12,0,1,7,320,172.29045105,35.625
11.8,0,0.2,8,310,176.739929199,35.25
12.2,0,0,7,310,176.567260742,35.25
12.6,13,0,7,300,181.03314209,35.4375
12.8,92,0,8,300,199.699768066,35.4375
13.1,818,0,7,300,217.221084595,36.375
14.8,1451,0,9,300,243.287902832,38.4375
15.8,1911,0,10,300,255.227355957,40.875
17.7,2545,0,9,300,268.03918457,42.375
18.4,2681,0,10,300,263.827606201,43.5
19.5,2566,0,10,310,263.491943359,44.25
19.8,2133,0,8,290,269.163513184,46.125
20,1264,0,7,290,263.28692627,46.5
20.1,1304,0,6,290,267.68637085,47.25
20,1783,0,6,290,247.588363647,47.625
19.6,1831,0,6,300,255.884735107,47.625
19.8,629,0,5,300,262.48046875,48.5625
18.8,263,0,4,300,256.859893799,48.375
18.4,80,0,4,290,256.632019043,48.375
17.8,0,0,5,270,257.751831055,48.375
16.2,0,0,4,260,227.378540039,47.25
15.4,0,0,3,240,203.30519104,45.9375
14.1,0,0,3,220,175.786804199,44.25
14.2,0,0,3,210,147.800537109,42.375
13.2,0,0,2,220,145.825241089,41.4375
12.6,0,0,2,180,152.236663818,40.125
13.4,0,0,1,180,144.360656738,39.5625
13,12,0,1,140,138.278701782,38.4375
14.1,192,0,2,110,152.069061279,38.4375
15.1,513,0,3,160,193.752426147,38.625
15.5,394,0,4,180,208.614471436,39
14.4,197,1.2,3,180,232.551071167,38.8125
14,205,2.8,4,130,249.064254761,39
13.3,383,2.4,7,160,275.230804443,39.375
13.3,383,0,6,180,279.723083496,40.3125
13.3,443,0.2,5,160,267.267669678,41.625
14.1,404,0.2,6,140,262.762237549,41.625
14.6,385,0,6,150,266.992523193,41.4375
15.3,591,0,8,160,283.386657715,42.375
15.5,237,0,6,170,291.547607422,43.3125
16.3,303,0,4,190,277.221923828,43.875
17.3,181,0,5,210,267.68637085,44.8125
17.1,20,0,5,210,271.154937744,45.1875
16.5,0,0,6,220,250.511474609,45
15.8,0,0.2,6,220,214.597290039,42.375
15.7,0,0,6,220,185.194488525,42.1875
15.1,0,0,7,220,164.073150635,39.9375
15.5,0,0,6,230,146.328399658,39.375
15.5,0,0,6,230,138.278701782,38.25
15.5,0,0,6,230,135.95954895,36.75
15.8,0,0,6,240,146.413803101,36.75
15.7,9,0,6,240,152.210388184,36
15.9,85,0,6,240,218.387268066,36.5625
16.4,300,0,7,250,254.503433228,38.0625
16.4,492,0,7,250,270.47366333,40.875
17.1,658,0,7,250,288.916931152,43.6875
17.8,776,0,8,250,292.684143066,45.75
19.7,1390,0,9,250,299.312530518,45.75
20.4,2273,0,9,250,297.139709473,48
19.8,1330,0,10,250,297.516387939,48.375
19.3,1139,0.2,11,260,277.221923828,48.75
20,1407,0,9,250,273.239807129,48.375
19,738,0,9,250,271.661560059,48
18.7,509,0,9,250,276.956665039,48
17.9,359,0,10,250,260.768096924,47.4375
17.4,167,0,8,250,242.348922729,46.125
16.9,43,0,7,250,232.137893677,45
16.5,0,0,7,240,216,44.0625
15,0,0,6,240,198.022720337,42.375
15.5,0,0,6,240,194.435073853,41.8125
15.2,0,0,7,240,172.652832031,40.3125
15,0,0,7,250,148.75819397,39.375
14.9,0,0,7,250,138.610961914,37.875
14.6,0,0,7,250,134.45072937,36.9375
14.4,0,0,5,240,144.419525146,36.5625
13.9,12,0,6,250,156,36.5625
13.7,244,0,6,240,210.53503418,36.9375
14.6,507,0,7,250,226.715682983,38.25
15.8,1204,0,9,250,254.866638184,39.9375
16.5,1332,0,10,260,268.745239258,41.625
17,995,0,8,250,266.750823975,42.9375
18.5,1288,0,9,250,260.491851807,43.3125
17.8,968,0,9,260,266.608337402,45
18.3,1537,0,10,250,266.827667236,45.1875
19.3,1763,0,9,260,256.780059814,45.9375
19.3,1177,0,9,260,262.762237549,46.3125
19,1040,0,9,270,266.827667236,46.3125
18.4,1125,0,8,260,270.815429688,46.6875
18.1,508,0,8,260,274.80355835,47.25
17.2,471,0,8,260,276.956665039,47.4375
16,67,0,7,270,260.232574463,47.4375
15.2,0,0,7,270,256.859893799,47.25
14.9,0,0,7,270,212.398208618,45.375
14.2,0,0,7,270,206.341949463,44.25
13.3,0,0,5,260,176.739929199,42.375
12.6,0,0,5,250,149.050323486,40.5
12,0,0,3,240,153.169845581,39
11.2,0,0,3,220,155.128982544,38.25
10.7,0,0,3,210,152.236663818,37.125
10.3,23,0,3,230,165.215011597,36.9375
11.2,319,0,3,250,217.221084595,37.3125
12.9,602,0,6,270,258.11819458,39.1875
14.2,1121,0,5,270,269.786956787,42.1875
15.4,1396,0,6,270,287.367370605,44.625
17.4,1668,0,6,280,283.196044922,45.9375
17.3,2391,0,7,260,289.357910156,46.3125
18.1,1244,0,6,260,287.569122314,47.25
18.7,2864,0,7,270,277.416656494,48.1875
18.4,1428,0,7,270,277.129943848,48.5625
18.9,1725,0,6,260,287.090576172,49.3125
19.1,1356,0,5,250,291.348602295,49.875
17.2,303,0,7,280,299.608062744,50.8125
16.9,439,0,5,260,291.16317749,51.1875
16.3,231,0,5,260,268.985137939,50.625
15.9,52,0,5,280,256.859893799,49.5
15.1,0,0,5,290,246.811676025,48.5625
15.1,0,0,5,290,244.81829834,48
14.4,0,0,4,280,205.650192261,45.75
14.4,0,0,5,290,179.479797363,43.6875
14.3,0,0,6,290,166.048187256,42
13.8,0,0,5,290,154.042205811,40.5
13.2,0,0,4,280,146.154022217,39.375
12.5,0,0,3,260,154.042205811,38.25
11.9,11,0,3,270,164.984848022,37.875
12.7,214,0,4,300,216.923950195,38.4375
13.2,608,0,6,300,276.79776001,40.6875
15.2,1303,0,6,300,289.357910156,43.6875
15.9,1755,0,7,300,301.303833008,45.375
15.8,1601,0,8,300,297.516387939,47.0625
16.7,1762,0,8,310,304.021392822,47.625
17.5,2714,0,7,290,301.597412109,49.3125
18.5,2409,0,6,300,291.547607422,50.0625
17.8,1803,0,7,300,281.710845947,50.25
19.1,2390,0,6,310,283.698791504,50.25
19.5,2280,0,7,300,289.171234131,50.625
18.6,1640,0,5,300,299.608062744,50.625
18.3,1176,0,5,310,298.062072754,50.8125
18,467,0,5,330,277.416656494,50.625
17,64,0,4,320,272.413299561,49.875
15.8,0,0,2,360,258.774047852,49.3125
14.8,0,0,1,50,224.57069397,47.0625
14.5,0,0,2,110,188.859741211,44.4375
12.7,0,0,2,160,183.447540283,42.75
11.9,0,0,1,170,163.917663574,40.5
10.7,0,0,1,80,149.776504517,39.1875
10.3,0,0,1,250,150.266433716,37.6875
9.9,0,0,1,230,152.069061279,36.5625
10.4,13,0,1,240,175.931808472,36.5625
11.4,327,0,1,200,203.30519104,36.5625
13.1,812,0,1,170,261.199157715,38.4375
15.9,1383,0,2,90,273.43737793,41.625
18.1,1942,0,3,120,280.943054199,45.375
18.3,2425,0,3,150,280.943054199,47.0625
20.1,1353,0,3,210,306.124145508,49.3125
19.1,2053,0,3,200,306.124145508,50.8125
20.8,2412,0,3,250,304.138122559,51.5625
21.2,3165,0,3,210,304.637481689,52.125
20,1605,0,4,220,308.734527588,53.0625
19.8,1143,0,3,230,314.949188232,53.8125
20.4,985,0,4,190,301.683624268,53.625
20,740,0,4,210,294.625183105,53.8125
19.3,556,0,5,200,282.842712402,53.4375
17.9,46,0,4,200,287.543029785,53.25
16.7,0,0,3,190,276.226348877,52.5
16,0,0,2,200,226.267547607,50.8125
14.9,0,0,2,200,220.510772705,49.5
13.9,0,0,2,190,206.545394897,47.4375
13.3,0,0,2,220,182.463699341,45
12.6,0,0,2,210,164.368484497,43.125
10.9,0,0,1,210,162.692962646,41.0625
9.9,0,0,2,220,164.368484497,39.75
9.5,14,0,1,210,166.300933838,38.8125
10.3,225,0,1,190,175.1456604,39
13.2,760,0,2,200,202.632675171,39.5625
15.4,1229,0,2,230,218.741851807,40.875
16.6,1609,0,3,250,232.551071167,42.1875
17.6,2002,0,3,220,236.845947266,43.6875
19.2,2533,0,3,240,234.360839844,44.4375
20.4,2874,0,4,220,238.254058838,45.5625
20.7,2091,0,5,220,246.456893921,45.9375
21,1238,0,5,250,240.351821899,45.9375
20.6,1079,0,5,240,238.472213745,46.3125
20.3,934,0,6,260,236.211776733,46.3125
20.2,813,0,5,250,244.247817993,46.5
19.8,757,0,4,240,240.074981689,46.875
19.2,498,0,4,230,238.472213745,46.6875
18.5,97,0,3,220,246.456893921,46.6875
17.5,0,0,3,230,238.537216187,46.6875
16.4,0,0,3,210,218.741851807,45.9375
15.7,0,0,3,200,237.899139404,45.75
15.1,0,0,2,210,210.601516724,44.4375
14.3,0,0,2,220,194.815292358,43.6875
13.4,0,0,1,200,183.37121582,41.8125
12.5,0,0,2,190,177.101669312,40.875
12.5,0,0,1,170,168.869766235,39.75
12.4,13,0,1,120,162.788208008,38.625
13.1,370,0,1,140,157.990509033,38.625
15.3,726,0,2,190,185.690597534,39.1875
16.2,725,0,2,190,202.632675171,40.5
17.9,1214,0,3,190,206.784912109,42
19.8,1898,0,4,170,200.422058105,43.125
21.3,2439,0,5,150,207.279998779,43.6875
22.7,2625,0,5,160,204.978042603,44.25
24,2658,0,6,160,198.30531311,44.625
24.9,2491,0,6,170,210.53503418,45.75
24.8,2641,0,6,160,214.525054932,46.125
25.6,2193,0,6,160,222.728530884,46.5
25,1646,0,6,170,224.57069397,47.0625
24.1,1087,0,7,160,226.565658569,47.4375
23,383,0,4,140,218.915512085,47.8125
21.3,39,0,3,120,228.70942688,47.8125
21,0,0,4,100,220.510772705,47.625
20.3,0,0,5,100,204.156799316,47.4375
19.1,0,0,6,90,182.617080688,46.5
18.2,0,0,5,90,183.095596313,45.75
18.3,0,0,3,90,191.770690918,45
17.6,0,0,2,70,177.766708374,44.0625
16.3,0,0,2,100,175.513534546,43.6875
17.7,0,0,1,220,195.734512329,43.5
17.2,7,0,2,210,193.145019531,42.9375
17.9,195,0,3,210,224.982223511,43.6875
18.4,315,0,4,220,255.039215088,44.25
19.6,633,0,4,200,300.166625977,46.875
21,956,0,5,210,320.262390137,49.875
21.5,753,0,5,220,317.932373047,51.5625
23.5,1859,0,7,210,319.230316162,53.625
22.7,1684,0,7,220,328.207244873,55.3125
23.2,1399,0,7,220,330.552581787,56.4375
22.8,1325,0,7,210,322.49029541,56.8125
21.8,613,0,6,200,326.840942383,56.8125
21.1,971,0,7,200,318.648712158,56.8125
20.2,564,0,7,200,313.957000732,56.625
19.5,356,0,6,190,313,56.25
18.8,287,0,6,190,280.2159729,54.75
18.1,84,0,5,200,266.016906738,53.25
17.4,0,0,5,190,262.12210083,52.3125
17.1,0,0,3,190,266.317474365,51.75
17,0,0,4,190,236.932479858,50.0625
16.5,0,0,4,200,207.279998779,48.1875
16.3,0,0,4,210,191.770690918,46.5
16.1,0,0,4,210,183.709014893,45.1875
15.4,0,0,4,220,182.482879639,43.875
14.7,0,0,4,220,182.164764404,42.9375
14,2,0,3,210,189.789352417,42.375
14.4,266,0,4,210,242.909454346,42.9375
15.6,797,0,5,230,306.365783691,45.5625
17.4,1380,0,6,230,335.035827637,49.3125
18.9,1842,0,8,230,348.058898926,52.5
20.2,2372,0,8,230,357.593353271,54.75
19.6,1274,0,8,250,357.418518066,55.6875
15.7,0,0,5,220,246.018295288,51.375
15.4,0,0,4,210,226.715682983,49.5
15.5,0,0,3,200,200.25982666,47.4375
15.4,0,0,3,190,196.461196899,45.9375
15.4,0,0,2,200,186.593139648,44.4375
15.3,0,0,2,180,178.538513184,43.5
15.3,0,0,2,170,190.073669434,43.125
15.2,2,0,3,190,195.133285522,42.9375
15.6,107,0,2,170,250.798721313,43.3125
16.5,409,0,2,150,303.295227051,46.3125
17.5,594,0,3,160,359.805511475,51
18.5,1373,0,4,180,363.455627441,54.5625
19.3,1191,0,4,170,368.517303467,56.4375
17.4,0,0,2,110,225.743209839,50.4375
16.9,0,0,0,0,211.092391968,48.1875
15.1,0,0,2,150,199.649688721,46.125
16.6,0,0,2,180,187.48866272,45.1875
16.5,0,0,2,160,183.967391968,44.4375
16.9,0,0,4,180,189.451843262,44.0625
16.5,3,0,3,160,196.461196899,43.3125
17.6,68,0,3,170,261.199157715,44.0625
18,192,0,4,190,323.896575928,47.4375
18.8,624,0,5,210,352.800231934,51.375
19.3,702,0,6,210,352.319458008,53.8125
20.8,1575,0,6,230,336.047607422,56.625
15.8,0,0,2,210,210.95022583,50.625
14.6,0,0,2,230,188.565643311,47.8125
13.7,0,0,1,220,175.137084961,45.5625
13.3,0,0,1,160,164.939376831,43.6875
12.8,0,0,1,290,167.287185669,42.375
13.2,0,0,1,230,170.836181641,41.25
13.1,3,0,1,230,186.118240356,40.5
15.4,126,0,1,240,217.221084595,40.6875
16.8,370,0,1,290,264.612915039,42.375
18,862,0,1,300,277.129943848,44.0625
19.3,1095,0,1,240,282.936401367,46.125
20.3,1671,0,2,290,288.76461792,49.5
20.8,1271,0,1,260,288.561950684,51.1875
21.8,1760,0,2,230,294.550506592,51.5625
23.4,2664,0,3,270,290.441040039,53.25
23.9,2901,0,3,240,288.444091797,54
23.8,2345,0,3,240,288.561950684,54.75
23.4,1175,0,4,280,288.76461792,55.3125
24.1,1050,0,4,280,291.075592041,55.5
23.1,822,0,3,250,276.045288086,55.5
22.5,309,0,4,290,258,54.75
21.6,36,0,3,330,256,53.4375
19.3,0,0,4,30,248,52.5
18.1,0,0,6,80,214.058410645,50.8125
17.4,0,0,5,90,206.620422363,49.5
17,0,0,5,70,194.833267212,46.875
16.7,0,0,4,60,167.585800171,45
16.1,0,0,3,40,158.492904663,43.125
15.7,0,0,2,50,156.179382324,42.1875
15.4,0,0,1,70,156.524765015,41.0625
14.8,1,0,1,360,156.179382324,40.125
15.8,161,0,1,20,187.416641235,40.125
15.8,530,0,2,40,192.260238647,40.3125
17.6,994,0,4,70,220.020446777,41.625
19.3,1817,0,5,70,240.074981689,44.25
21.4,2318,0,4,100,256.632019043,46.5
22.9,2679,0,4,100,262.32232666,47.625
24.1,2509,0,5,130,276.586334229,49.6875
23.8,2012,0,3,160,278.792022705,50.8125
25.3,2299,0,4,190,272.734313965,51.75
25.1,1930,0,4,160,272.970703125,52.125
25.1,1573,0,4,190,278.949829102,53.0625
25.7,1130,0,3,210,285.098236084,53.0625
23.6,537,0,4,200,289.558288574,53.625
22.7,429,0,4,220,287.675170898,53.625
22.1,29,0,4,200,297.139709473,53.625
20.7,0,0,4,200,288.916931152,53.625
19.8,0,0,3,190,251.246887207,53.0625
18.3,0,0,2,220,247.072860718,52.125
17,0,0,2,180,215.232437134,49.6875
16.4,0,0,2,200,207.894210815,48
15.3,0,0,2,210,188.403823853,46.125
15.1,0,0,2,220,182.649932861,44.4375
14.2,0,0,2,230,176.567260742,42.9375
13.9,0,0,2,250,174.771286011,42.1875
14.4,262,0,1,200,204.364868164,42.375
16,782,0,2,190,219.42880249,42.9375
19.1,1325,0,2,230,240.831893921,46.125
20.9,1893,0,2,240,257.526702881,48
23,2381,0,4,240,252.792404175,49.3125
23.5,2694,0,4,240,260.491851807,49.5
24.7,2874,0,5,240,260.232574463,50.625
25.7,2015,0,5,240,256.329864502,50.8125
25.5,1826,0,5,220,222.225112915,50.625
26,2140,0,5,230,222.225112915,50.8125
26.3,1825,0,6,240,220.27482605,50.625
25.7,1399,0,5,230,216.279907227,50.4375
24,727,0,5,220,218.515441895,50.625
22.7,322,0,4,230,222.50617981,50.625
21.9,46,0,5,230,226.267547607,50.4375
20.7,0,0,4,230,222.380310059,50.0625
19.5,0,0,4,240,208.540161133,49.3125
18.1,0,0,3,220,176.283859253,47.8125
17.6,0,0,3,210,160.701583862,45.9375
17.6,0,0,2,200,151.076141357,44.4375
17.7,0,0,3,230,138.924438477,43.6875
18,0,0,4,230,138.812820435,42.9375
18,0,0,4,230,140.602279663,42.375
18,5,0,4,220,156.204986572,42.1875
18,121,0,4,210,195.358642578,42.375
18.9,439,0,4,220,229.512527466,43.3125
19.4,514,0,4,230,212.002365112,43.5
20.3,486,0,4,230,193.380447388,44.25
20.7,1053,0,5,240,214.869720459,46.125
21.6,1266,0,5,230,227.721313477,46.875
22,1097,0,5,220,245.790557861,47.0625
22,743,0,5,210,246.148330688,47.0625
21.8,982,0,7,200,245.790557861,48.375
22.7,1827,0,6,190,237.564727783,48.9375
21.2,897,0,7,200,244.182312012,48.75
20.9,444,0,6,210,241.660919189,48.75
20.5,378,0,5,210,280.142822266,49.3125
20.3,300,0,5,220,248.620193481,49.6875
19.4,54,0,5,210,216.591781616,49.3125
18.7,0,0,4,200,204.08821106,47.8125
18.2,0,0,3,220,188,46.6875
17.2,0,0,3,240,154.029220581,44.8125
16.8,0,0,3,280,136.619903564,43.3125
15.9,0,0,3,260,115.117332458,42.1875
15.4,0,0,3,280,106.794197083,40.5
15.5,0,0,3,290,96.6281509399,39.5625
15.1,0,0,2,290,102.591423035,38.8125
14.7,0,0,1,210,127.011810303,38.625
15.7,56,0,1,190,174.734085083,38.625
16.5,259,0,1,260,230.555847168,39.375
17,530,0,2,320,271.447967529,42.1875
17.5,731,0,1,260,279.951782227,44.625
18.2,932,0,3,230,283.196044922,46.875
19.4,1663,0,2,150,290.118927002,49.125
20.6,2097,0,2,290,281.60256958,50.0625
20.8,2272,0,3,160,267.267669678,50.625
20.9,1304,0,2,220,267.46963501,51
21.1,671,0,2,240,263.491943359,50.8125
21.1,572,0,1,230,255.538650513,50.8125
19.8,415,0,1,220,261.841552734,50.8125
19.1,209,0.2,1,190,257.526702881,50.8125
17.5,68,0.2,2,160,237.427886963,49.6875
17.2,12,0.2,1,180,236.044494629,49.3125
16.9,0,0.2,0,0,220.510772705,47.25
17,0,0,0,0,162.197418213,45.9375
17.1,0,0,1,80,158.533905029,44.25
17.1,0,0,2,80,136.937942505,42.9375
16.7,0,0.2,3,50,119.079803467,41.4375
16.3,0,0,3,40,103.247276306,40.125
15.8,0,0.4,3,30,97.3242034912,38.8125
15.4,0,0.2,3,30,111.157546997,38.0625
15.5,0,0,3,30,134.45072937,38.25
16.1,17,0,3,40,184.610397339,38.4375
16.6,78,0,3,30,208.240249634,38.8125
17,251,0,5,20,216.591781616,39.75
17.9,338,0,5,40,234.480270386,41.25
18.9,1117,0,5,50,237.427886963,42.375
21.3,2404,0,6,50,236.685440063,44.0625
22,1662,0,7,60,241.627807617,45.1875
22.5,1713,0,7,50,239.641403198,45.5625
22.3,1979,0,7,60,246.221450806,46.5
21.6,878,0,7,90,232.079727173,46.875
22.3,792,0,7,70,240.276916504,47.0625
22,672,0,6,60,239.883300781,46.875
21.2,393,0,6,50,221.199005127,46.875
20.4,164,0,6,60,210.53503418,46.6875
19.9,15,0,6,60,206.545394897,46.125
19,0,0,5,60,192.260238647,45.1875
18.5,0,0,5,60,188.066482544,44.4375
17.6,0,0,6,60,176.343414307,43.6875
17,0,0,7,60,144.585617065,42.1875
16.7,0,0,7,60,124.679588318,40.6875
16.6,0,0,7,60,123.794181824,39.9375
16.9,0,0,6,60,123.628479004,39.375
16.9,0,0,5,60,125.027999878,39
17.3,0,0,5,60,146.76852417,38.8125
17.6,26,0,7,60,184.27154541,39
17.9,83,0,6,40,207.634292603,39.75
18.5,245,0,7,60,235.372039795,40.6875
20.4,479,0,6,50,239.534973145,42.375
20.5,586,0,6,50,242.989715576,43.5
20,207,0,5,50,253.339691162,44.4375
19,105,2.6,4,50,247.759963989,44.0625
18.8,129,4.2,4,50,248.485412598,43.3125
18.6,115,2.6,7,60,235.423019409,42.9375
19.8,838,0,7,60,208.626464844,43.125
20.5,917,0,6,50,231.144973755,43.6875
21,810,0,5,40,219.856765747,44.0625
20.8,145,0,3,40,231.657073975,44.8125
20.3,69,0,3,360,198.436386108,44.625
19.7,0,0,3,360,180.679275513,43.875
19.2,0,0,3,350,190.444213867,44.0625
18.9,0,0,2,360,216.23135376,44.0625
18.6,0,0,3,20,178.339569092,42.75
18.5,0,0,3,50,164.778640747,42.9375
18.4,0,0,2,20,145.120635986,42.375
18.3,0,0,1,30,135.484313965,41.8125
18.4,0,0,1,70,129.259429932,41.4375
18.4,0,0,1,200,143.136291504,40.875
18.5,0,0,1,200,162.692962646,40.875
18.8,17,0,1,150,204.296356201,41.4375
19,69,0,1,150,226.973571777,42.75
19.3,113,0,3,180,247.072860718,43.6875
19.9,590,0,5,200,249.230819702,45
21.8,759,0,5,200,245.283508301,46.3125
21,865,0,6,200,211.811233521,46.3125
21.8,1761,0.2,7,200,209.475540161,46.3125
20.9,429,0,5,200,212.896682739,46.3125
19.8,251,0,4,250,189.654953003,45.5625
18.2,302,0,3,260,207.894210815,44.8125
17.7,296,0.2,5,280,194.329620361,43.875
17.2,219,0.2,5,290,193.620758057,43.125
